probe_id	gene_symbol	gene_id	gene_title	mapping_status
209971_x_at	AIMP2	7965	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	single_symbol
209972_s_at	AIMP2	7965	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	single_symbol
209973_at	NFKBIL1	4795	NFKB inhibitor like 1	single_symbol
209974_s_at	BUB3	9184	BUB3, mitotic checkpoint protein	single_symbol
209975_at	CYP2E1	1571	cytochrome P450 family 2 subfamily E member 1	single_symbol
209976_s_at	CYP2E1	1571	cytochrome P450 family 2 subfamily E member 1	single_symbol
209977_at	PLG	5340	plasminogen	single_symbol
209978_s_at	PLG///LPA	5340///4018	plasminogen///lipoprotein(a)	multiple_symbols
209979_at	ADARB1	104	adenosine deaminase, RNA specific B1	single_symbol
209980_s_at	MIR6778///SHMT1	102466733///6470	microRNA 6778///serine hydroxymethyltransferase 1	multiple_symbols
209981_at	CSDC2	27254	cold shock domain containing C2	single_symbol
209982_s_at	NRXN2	9379	neurexin 2	single_symbol
209983_s_at	NRXN2	9379	neurexin 2	single_symbol
209984_at	KDM4C	23081	lysine demethylase 4C	single_symbol
209985_s_at	ASCL1	429	achaete-scute family bHLH transcription factor 1	single_symbol
209986_at	LOC101929036///PAH	101929036///5053	uncharacterized LOC101929036///phenylalanine hydroxylase	multiple_symbols
209987_s_at	ASCL1	429	achaete-scute family bHLH transcription factor 1	single_symbol
209988_s_at	ASCL1	429	achaete-scute family bHLH transcription factor 1	single_symbol
209989_at	ZNF268	10795	zinc finger protein 268	single_symbol
209990_s_at	GABBR2	9568	gamma-aminobutyric acid type B receptor subunit 2	single_symbol
209991_x_at	GABBR2	9568	gamma-aminobutyric acid type B receptor subunit 2	single_symbol
209992_at	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	single_symbol
209993_at	ABCB1	5243	ATP binding cassette subfamily B member 1	single_symbol
209994_s_at	ABCB4///ABCB1	5244///5243	ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1	multiple_symbols
209995_s_at	TCL1A	8115	T-cell leukemia/lymphoma 1A	single_symbol
209996_x_at	PCM1	5108	pericentriolar material 1	single_symbol
209997_x_at	PCM1	5108	pericentriolar material 1	single_symbol
209998_at	PIGO	84720	phosphatidylinositol glycan anchor biosynthesis class O	single_symbol
209999_x_at	SOCS1	8651	suppressor of cytokine signaling 1	single_symbol
210000_s_at	SOCS1	8651	suppressor of cytokine signaling 1	single_symbol
210001_s_at	SOCS1	8651	suppressor of cytokine signaling 1	single_symbol
210002_at	GATA6	2627	GATA binding protein 6	single_symbol
210004_at	OLR1	4973	oxidized low density lipoprotein receptor 1	single_symbol
210005_at	GART	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	single_symbol
210006_at	ABHD14A///ACY1	25864///95	abhydrolase domain containing 14A///aminoacylase 1	multiple_symbols
210007_s_at	GPD2	2820	glycerol-3-phosphate dehydrogenase 2	single_symbol
210008_s_at	MRPS12	6183	mitochondrial ribosomal protein S12	single_symbol
210009_s_at	GOSR2	9570	golgi SNAP receptor complex member 2	single_symbol
210010_s_at	SLC25A1	6576	solute carrier family 25 member 1	single_symbol
210011_s_at	EWSR1	2130	EWS RNA binding protein 1	single_symbol
210012_s_at	EWSR1	2130	EWS RNA binding protein 1	single_symbol
210013_at	HPX	3263	hemopexin	single_symbol
210014_x_at	IDH3B	3420	isocitrate dehydrogenase 3 (NAD(+)) beta	single_symbol
210015_s_at	MAP2	4133	microtubule associated protein 2	single_symbol
210016_at	MYT1L	23040	myelin transcription factor 1 like	single_symbol
210017_at	MALT1	10892	MALT1 paracaspase	single_symbol
210018_x_at	MALT1	10892	MALT1 paracaspase	single_symbol
210019_at	CALML3	810	calmodulin like 3	single_symbol
210020_x_at	CALML3	810	calmodulin like 3	single_symbol
210021_s_at	CCNO	10309	cyclin O	single_symbol
210022_at	PCGF1	84759	polycomb group ring finger 1	single_symbol
210023_s_at	PCGF1	84759	polycomb group ring finger 1	single_symbol
210024_s_at	UBE2E3	10477	ubiquitin conjugating enzyme E2 E3	single_symbol
210025_s_at	CARD10	29775	caspase recruitment domain family member 10	single_symbol
210026_s_at	CARD10	29775	caspase recruitment domain family member 10	single_symbol
210027_s_at	APEX1	328	apurinic/apyrimidinic endodeoxyribonuclease 1	single_symbol
210028_s_at	ORC3	23595	origin recognition complex subunit 3	single_symbol
210029_at	IDO1	3620	indoleamine 2,3-dioxygenase 1	single_symbol
210030_at	DOHH	83475	deoxyhypusine hydroxylase/monooxygenase	single_symbol
210031_at	CD247	919	CD247 molecule	single_symbol
210032_s_at	SPAG6	9576	sperm associated antigen 6	single_symbol
210033_s_at	SPAG6	9576	sperm associated antigen 6	single_symbol
210034_s_at	RPL5///SNORD21	6125///6083	ribosomal protein L5///small nucleolar RNA, C/D box 21	multiple_symbols
210035_s_at	SNORA66///RPL5///SNORD21	26782///6125///6083	small nucleolar RNA, H/ACA box 66///ribosomal protein L5///small nucleolar RNA, C/D box 21	multiple_symbols
210036_s_at	KCNH2	3757	potassium voltage-gated channel subfamily H member 2	single_symbol
210037_s_at	NOS2	4843	nitric oxide synthase 2	single_symbol
210038_at	PRKCQ	5588	protein kinase C theta	single_symbol
210039_s_at	PRKCQ	5588	protein kinase C theta	single_symbol
210040_at	SLC12A5	57468	solute carrier family 12 member 5	single_symbol
210041_s_at	PGM3	5238	phosphoglucomutase 3	single_symbol
210042_s_at	CTSZ	1522	cathepsin Z	single_symbol
210043_at	FRMD8	83786	FERM domain containing 8	single_symbol
210044_s_at	LYL1	4066	LYL1, basic helix-loop-helix family member	single_symbol
210045_at	IDH2	3418	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	single_symbol
210046_s_at	IDH2	3418	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	single_symbol
210047_at	SLC11A2	4891	solute carrier family 11 member 2	single_symbol
210048_at	NAPG	8774	NSF attachment protein gamma	single_symbol
210049_at	SERPINC1	462	serpin family C member 1	single_symbol
210050_at	TPI1	7167	triosephosphate isomerase 1	single_symbol
210051_at	RAPGEF3	10411	Rap guanine nucleotide exchange factor 3	single_symbol
210052_s_at	TPX2	22974	TPX2, microtubule nucleation factor	single_symbol
210053_at	TAF5	6877	TATA-box binding protein associated factor 5	single_symbol
210054_at	HAUS3	79441	HAUS augmin like complex subunit 3	single_symbol
210055_at	TSHR	7253	thyroid stimulating hormone receptor	single_symbol
210056_at	RND1	27289	Rho family GTPase 1	single_symbol
210057_at	LOC101060386///BOLA2///SMG1	101060386///552900///23049	putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase	multiple_symbols
210058_at	MAPK13	5603	mitogen-activated protein kinase 13	single_symbol
210059_s_at	MAPK13	5603	mitogen-activated protein kinase 13	single_symbol
210060_at	PDE6G	5148	phosphodiesterase 6G	single_symbol
210061_at	ZNF589	51385	zinc finger protein 589	single_symbol
210062_s_at	ZNF589	51385	zinc finger protein 589	single_symbol
210063_at	SARDH	1757	sarcosine dehydrogenase	single_symbol
210064_s_at	UPK1B	7348	uroplakin 1B	single_symbol
210065_s_at	UPK1B	7348	uroplakin 1B	single_symbol
210066_s_at	AQP4	361	aquaporin 4	single_symbol
210067_at	AQP4	361	aquaporin 4	single_symbol
210068_s_at	AQP4	361	aquaporin 4	single_symbol
210069_at	CHKB-CPT1B///CPT1B	386593///1375	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B	multiple_symbols
210070_s_at	CHKB-CPT1B///CPT1B	386593///1375	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B	multiple_symbols
210072_at	CCL19	6363	C-C motif chemokine ligand 19	single_symbol
210073_at	ST8SIA1	6489	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	single_symbol
210074_at	CTSV	1515	cathepsin V	single_symbol
210075_at	MARCH2	51257	membrane associated ring-CH-type finger 2	single_symbol
210076_x_at	SERBP1	26135	SERPINE1 mRNA binding protein 1	single_symbol
210077_s_at	SRSF5	6430	serine and arginine rich splicing factor 5	single_symbol
210078_s_at	KCNAB1	7881	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	single_symbol
210079_x_at	KCNAB1	7881	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	single_symbol
210080_x_at	CELA3A	10136	chymotrypsin like elastase family member 3A	single_symbol
210081_at	AGER	177	advanced glycosylation end-product specific receptor	single_symbol
210082_at	ABCA4	24	ATP binding cassette subfamily A member 4	single_symbol
210083_at	SEMA7A	8482	semaphorin 7A (John Milton Hagen blood group)	single_symbol
210084_x_at	TPSAB1	7177	tryptase alpha/beta 1	single_symbol
210085_s_at	ANXA9	8416	annexin A9	single_symbol
210086_at	HR	55806	hair growth associated	single_symbol
210087_s_at	MPZL1	9019	myelin protein zero like 1	single_symbol
210088_x_at	MYL4	4635	myosin light chain 4	single_symbol
210089_s_at	LAMA4	3910	laminin subunit alpha 4	single_symbol
210090_at	ARC	23237	activity regulated cytoskeleton associated protein	single_symbol
210091_s_at	DTNA	1837	dystrobrevin alpha	single_symbol
210092_at	MAGOHB///MAGOH	55110///4116	mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component	multiple_symbols
210093_s_at	MAGOHB///MAGOH	55110///4116	mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component	multiple_symbols
210094_s_at	PARD3	56288	par-3 family cell polarity regulator	single_symbol
210095_s_at	IGFBP3	3486	insulin like growth factor binding protein 3	single_symbol
210096_at	CYP4B1	1580	cytochrome P450 family 4 subfamily B member 1	single_symbol
210097_s_at	NOL7	51406	nucleolar protein 7	single_symbol
210098_s_at				missing
210099_at	ABCA2	20	ATP binding cassette subfamily A member 2	single_symbol
210100_s_at	ABCA2	20	ATP binding cassette subfamily A member 2	single_symbol
210101_x_at	SH3GLB1	51100	SH3 domain containing GRB2 like endophilin B1	single_symbol
210102_at	VWA5A	4013	von Willebrand factor A domain containing 5A	single_symbol
210103_s_at	FOXA2	3170	forkhead box A2	single_symbol
210104_at	MED6	10001	mediator complex subunit 6	single_symbol
210105_s_at	FYN	2534	FYN proto-oncogene, Src family tyrosine kinase	single_symbol
210106_at	BLOC1S1-RDH5///RDH5	100528022///5959	BLOC1S1-RDH5 readthrough///retinol dehydrogenase 5	multiple_symbols
210107_at	CLCA1	1179	chloride channel accessory 1	single_symbol
210108_at	CACNA1D	776	calcium voltage-gated channel subunit alpha1 D	single_symbol
210109_at	SND1-IT1	27099	SND1 intronic transcript 1	single_symbol
210110_x_at	HNRNPH3	3189	heterogeneous nuclear ribonucleoprotein H3	single_symbol
210111_s_at	KLHDC10	23008	kelch domain containing 10	single_symbol
210112_at	HPS1	3257	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	single_symbol
210113_s_at	NLRP1	22861	NLR family pyrin domain containing 1	single_symbol
210114_at	INVS	27130	inversin	single_symbol
210115_at	RPL39L	116832	ribosomal protein L39 like	single_symbol
210116_at	SH2D1A	4068	SH2 domain containing 1A	single_symbol
210117_at	SPAG1	6674	sperm associated antigen 1	single_symbol
210118_s_at	IL1A	3552	interleukin 1 alpha	single_symbol
210119_at	KCNJ15	3772	potassium voltage-gated channel subfamily J member 15	single_symbol
210120_s_at	RANBP3	8498	RAN binding protein 3	single_symbol
210121_at	B3GALT2	8707	beta-1,3-galactosyltransferase 2	single_symbol
210122_at	PRM2	5620	protamine 2	single_symbol
210123_s_at	LOC101930361///LOC101929970///CHRFAM7A///CHRNA7	101930361///101929970///89832///1139	uncharacterized LOC101930361///CHRNA7-FAM7A fusion protein///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion///cholinergic receptor nicotinic alpha 7 subunit	multiple_symbols
210124_x_at	SEMA4F	10505	ssemaphorin 4F	single_symbol
210125_s_at	BANF1	8815	barrier to autointegration factor 1	single_symbol
210126_at	PSG9	5678	pregnancy specific beta-1-glycoprotein 9	single_symbol
210127_at	RAB6B	51560	RAB6B, member RAS oncogene family	single_symbol
210128_s_at	LTB4R	1241	leukotriene B4 receptor	single_symbol
210129_s_at	ARPC4-TTLL3///TTLL3///ARPC4	100526693///26140///10093	ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4	multiple_symbols
210130_s_at	TM7SF2	7108	transmembrane 7 superfamily member 2	single_symbol
210131_x_at	SDHC	6391	succinate dehydrogenase complex subunit C	single_symbol
210132_at	EFNA3	1944	ephrin A3	single_symbol
210133_at	CCL11	6356	C-C motif chemokine ligand 11	single_symbol
210134_x_at	SHOX2	6474	short stature homeobox 2	single_symbol
210135_s_at	SHOX2	6474	short stature homeobox 2	single_symbol
210136_at	MBP	4155	myelin basic protein	single_symbol
210137_s_at	DCTD	1635	dCMP deaminase	single_symbol
210138_at	RGS20	8601	regulator of G-protein signaling 20	single_symbol
210139_s_at	PMP22	5376	peripheral myelin protein 22	single_symbol
210140_at	CST7	8530	cystatin F	single_symbol
210141_s_at	INHA	3623	inhibin alpha subunit	single_symbol
210142_x_at	FLOT1	10211	flotillin 1	single_symbol
210143_at	ANXA10	11199	annexin A10	single_symbol
210144_at	TBC1D22A	25771	TBC1 domain family member 22A	single_symbol
210145_at	PLA2G4A	5321	phospholipase A2 group IVA	single_symbol
210146_x_at	LILRB2	10288	leukocyte immunoglobulin like receptor B2	single_symbol
210147_at	ART3	419	ADP-ribosyltransferase 3	single_symbol
210148_at	HIPK3	10114	homeodomain interacting protein kinase 3	single_symbol
210149_s_at	ATP5H	10476	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D	single_symbol
210150_s_at	LAMA5	3911	laminin subunit alpha 5	single_symbol
210151_s_at	DYRK3	8444	dual specificity tyrosine phosphorylation regulated kinase 3	single_symbol
210152_at	LILRB4	11006	leukocyte immunoglobulin like receptor B4	single_symbol
210153_s_at	ME2	4200	malic enzyme 2	single_symbol
210154_at	ME2	4200	malic enzyme 2	single_symbol
210155_at	MYOC	4653	myocilin	single_symbol
210156_s_at	PCMT1	5110	protein-L-isoaspartate (D-aspartate) O-methyltransferase	single_symbol
210157_at	URI1	8725	URI1, prefoldin like chaperone	single_symbol
210158_at	ERCC4	2072	ERCC excision repair 4, endonuclease catalytic subunit	single_symbol
210159_s_at	TRIM31	11074	tripartite motif containing 31	single_symbol
210160_at	PAFAH1B2	5049	platelet activating factor acetylhydrolase 1b catalytic subunit 2	single_symbol
210161_at	NFATC1	4772	nuclear factor of activated T-cells 1	single_symbol
210162_s_at	NFATC1	4772	nuclear factor of activated T-cells 1	single_symbol
210163_at	CXCL11	6373	C-X-C motif chemokine ligand 11	single_symbol
210164_at	GZMB	3002	granzyme B	single_symbol
210165_at	DNASE1	1773	deoxyribonuclease 1	single_symbol
210166_at	TLR5	7100	toll like receptor 5	single_symbol
210167_s_at	TEF	7008	TEF, PAR bZIP transcription factor	single_symbol
210168_at	C6	729	complement component 6	single_symbol
210169_at	SEC14L5	9717	SEC14 like lipid binding 5	single_symbol
210170_at	PDLIM3	27295	PDZ and LIM domain 3	single_symbol
210171_s_at	CREM	1390	cAMP responsive element modulator	single_symbol
210172_at	SF1	7536	splicing factor 1	single_symbol
210173_at	PTPRJ	5795	protein tyrosine phosphatase, receptor type J	single_symbol
210174_at	NR5A2	2494	nuclear receptor subfamily 5 group A member 2	single_symbol
210175_at	GCFC2	6936	GC-rich sequence DNA-binding factor 2	single_symbol
210176_at	TLR1	7096	toll like receptor 1	single_symbol
210177_at	TRIM15	89870	tripartite motif containing 15	single_symbol
210178_x_at	SRSF10	10772	serine and arginine rich splicing factor 10	single_symbol
210179_at	KCNJ13	3769	potassium voltage-gated channel subfamily J member 13	single_symbol
210180_s_at	TRA2B	6434	transformer 2 beta homolog (Drosophila)	single_symbol
210181_s_at	CABP1	9478	calcium binding protein 1	single_symbol
210182_at	CORT	1325	cortistatin	single_symbol
210183_x_at	PNN	5411	pinin, desmosome associated protein	single_symbol
210184_at	ITGAX	3687	integrin subunit alpha X	single_symbol
210185_at	CACNB1	782	calcium voltage-gated channel auxiliary subunit beta 1	single_symbol
210186_s_at	LOC101929368///FKBP1A	101929368///2280	uncharacterized LOC101929368///FK506 binding protein 1A	multiple_symbols
210187_at	LOC101929368///FKBP1A	101929368///2280	uncharacterized LOC101929368///FK506 binding protein 1A	multiple_symbols
210188_at	GABPA	2551	GA binding protein transcription factor alpha subunit	single_symbol
210189_at	HSPA1L	3305	heat shock protein family A (Hsp70) member 1 like	single_symbol
210190_at	STX11	8676	syntaxin 11	single_symbol
210191_s_at	PHTF1	10745	putative homeodomain transcription factor 1	single_symbol
210192_at	ATP8A1	10396	ATPase phospholipid transporting 8A1	single_symbol
210193_at	MOBP	4336	myelin-associated oligodendrocyte basic protein	single_symbol
210194_at	PLA2R1	22925	phospholipase A2 receptor 1	single_symbol
210195_s_at	PSG1	5669	pregnancy specific beta-1-glycoprotein 1	single_symbol
210196_s_at	PSG1	5669	pregnancy specific beta-1-glycoprotein 1	single_symbol
210197_at	ITPK1	3705	inositol-tetrakisphosphate 1-kinase	single_symbol
210198_s_at	PLP1	5354	proteolipid protein 1	single_symbol
210199_at	CRYAA	1409	crystallin alpha A	single_symbol
210200_at	WWP2	11060	WW domain containing E3 ubiquitin protein ligase 2	single_symbol
210201_x_at	BIN1	274	bridging integrator 1	single_symbol
210202_s_at	BIN1	274	bridging integrator 1	single_symbol
210203_at	CNOT4	4850	CCR4-NOT transcription complex subunit 4	single_symbol
210204_s_at	CNOT4	4850	CCR4-NOT transcription complex subunit 4	single_symbol
210205_at	B3GALT4	8705	beta-1,3-galactosyltransferase 4	single_symbol
210206_s_at	DDX11	1663	DEAD/H-box helicase 11	single_symbol
210208_x_at	BAG6	7917	BCL2 associated athanogene 6	single_symbol
210210_at	MPZL1	9019	myelin protein zero like 1	single_symbol
210211_s_at	HSP90AA1	3320	heat shock protein 90 alpha family class A member 1	single_symbol
