probe_id	gene_symbol	gene_id	gene_title	mapping_status
209590_at	BMP7	655	bone morphogenetic protein 7	single_symbol
209591_s_at	BMP7	655	bone morphogenetic protein 7	single_symbol
209592_s_at	DCAF7	10238	DDB1 and CUL4 associated factor 7	single_symbol
209593_s_at	TOR1B	27348	torsin family 1 member B	single_symbol
209594_x_at	PSG9	5678	pregnancy specific beta-1-glycoprotein 9	single_symbol
209595_at	GTF2F2	2963	general transcription factor IIF subunit 2	single_symbol
209596_at	MXRA5	25878	matrix remodeling associated 5	single_symbol
209597_s_at	PNMA2	10687	paraneoplastic Ma antigen 2	single_symbol
209598_at	PNMA2	10687	paraneoplastic Ma antigen 2	single_symbol
209599_s_at	PRUNE1	58497	prune exopolyphosphatase	single_symbol
209600_s_at	ACOX1	51	acyl-CoA oxidase 1	single_symbol
209601_at	ACOX1	51	acyl-CoA oxidase 1	single_symbol
209602_s_at	GATA3	2625	GATA binding protein 3	single_symbol
209603_at	GATA3	2625	GATA binding protein 3	single_symbol
209604_s_at	GATA3	2625	GATA binding protein 3	single_symbol
209605_at	TST	7263	thiosulfate sulfurtransferase	single_symbol
209606_at	CYTIP	9595	cytohesin 1 interacting protein	single_symbol
209607_x_at	SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3	100526831///100526830///445329///6818	SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///sulfotransferase family 1A member 4///sulfotransferase family 1A member 3	multiple_symbols
209608_s_at	ACAT2	39	acetyl-CoA acetyltransferase 2	single_symbol
209609_s_at	MRPL9	65005	mitochondrial ribosomal protein L9	single_symbol
209610_s_at	SLC1A4	6509	solute carrier family 1 member 4	single_symbol
209611_s_at	SLC1A4	6509	solute carrier family 1 member 4	single_symbol
209612_s_at	ADH1B	125	alcohol dehydrogenase 1B (class I), beta polypeptide	single_symbol
209613_s_at	ADH1B	125	alcohol dehydrogenase 1B (class I), beta polypeptide	single_symbol
209614_at	ADH1B	125	alcohol dehydrogenase 1B (class I), beta polypeptide	single_symbol
209615_s_at	PAK1	5058	p21 (RAC1) activated kinase 1	single_symbol
209616_s_at	LOC100653057///CES1	100653057///1066	liver carboxylesterase 1-like///carboxylesterase 1	multiple_symbols
209617_s_at	CTNND2	1501	catenin delta 2	single_symbol
209618_at	CTNND2	1501	catenin delta 2	single_symbol
209619_at	CD74	972	CD74 molecule	single_symbol
209620_s_at	ABCB7	22	ATP binding cassette subfamily B member 7	single_symbol
209621_s_at	PDLIM3	27295	PDZ and LIM domain 3	single_symbol
209622_at	STK16	8576	serine/threonine kinase 16	single_symbol
209623_at	MCCC2	64087	methylcrotonoyl-CoA carboxylase 2	single_symbol
209624_s_at	MCCC2	64087	methylcrotonoyl-CoA carboxylase 2	single_symbol
209625_at	PIGH	5283	phosphatidylinositol glycan anchor biosynthesis class H	single_symbol
209626_s_at	OSBPL3	26031	oxysterol binding protein like 3	single_symbol
209627_s_at	OSBPL3	26031	oxysterol binding protein like 3	single_symbol
209628_at	NXT2	55916	nuclear transport factor 2 like export factor 2	single_symbol
209629_s_at	NXT2	55916	nuclear transport factor 2 like export factor 2	single_symbol
209630_s_at	FBXW2	26190	F-box and WD repeat domain containing 2	single_symbol
209631_s_at	SEL1L2///GPR37	80343///2861	SEL1L2 ERAD E3 ligase adaptor subunit///G protein-coupled receptor 37	multiple_symbols
209632_at	PPP2R3A	5523	protein phosphatase 2 regulatory subunit B''alpha	single_symbol
209633_at	PPP2R3A	5523	protein phosphatase 2 regulatory subunit B''alpha	single_symbol
209635_at	AP1S1	1174	adaptor related protein complex 1 sigma 1 subunit	single_symbol
209636_at	NFKB2	4791	nuclear factor kappa B subunit 2	single_symbol
209637_s_at	RGS12	6002	regulator of G-protein signaling 12	single_symbol
209638_x_at	RGS12	6002	regulator of G-protein signaling 12	single_symbol
209639_s_at	RGS12	6002	regulator of G-protein signaling 12	single_symbol
209640_at	PML	5371	promyelocytic leukemia	single_symbol
209641_s_at	ABCC3	8714	ATP binding cassette subfamily C member 3	single_symbol
209642_at	BUB1	699	BUB1 mitotic checkpoint serine/threonine kinase	single_symbol
209643_s_at	PLD2	5338	phospholipase D2	single_symbol
209644_x_at	CDKN2A	1029	cyclin dependent kinase inhibitor 2A	single_symbol
209645_s_at	ALDH1B1	219	aldehyde dehydrogenase 1 family member B1	single_symbol
209646_x_at	ALDH1B1	219	aldehyde dehydrogenase 1 family member B1	single_symbol
209647_s_at	SOCS5	9655	suppressor of cytokine signaling 5	single_symbol
209648_x_at	SOCS5	9655	suppressor of cytokine signaling 5	single_symbol
209649_at	STAM2	10254	signal transducing adaptor molecule 2	single_symbol
209650_s_at	TBC1D22A	25771	TBC1 domain family member 22A	single_symbol
209651_at	TGFB1I1	7041	transforming growth factor beta 1 induced transcript 1	single_symbol
209652_s_at	PGF	5228	placental growth factor	single_symbol
209653_at	KPNA4	3840	karyopherin subunit alpha 4	single_symbol
209654_at	ICE1	23379	interactor of little elongation complex ELL subunit 1	single_symbol
209655_s_at	TMEM47	83604	transmembrane protein 47	single_symbol
209656_s_at	TMEM47	83604	transmembrane protein 47	single_symbol
209657_s_at	HSF2	3298	heat shock transcription factor 2	single_symbol
209658_at	CDC16	8881	cell division cycle 16	single_symbol
209659_s_at	CDC16	8881	cell division cycle 16	single_symbol
209660_at	TTR	7276	transthyretin	single_symbol
209661_at	KIFC3	3801	kinesin family member C3	single_symbol
209662_at	CETN3	1070	centrin 3	single_symbol
209663_s_at	ITGA7	3679	integrin subunit alpha 7	single_symbol
209664_x_at	NFATC1	4772	nuclear factor of activated T-cells 1	single_symbol
209665_at	CYB561D2	11068	cytochrome b561 family member D2	single_symbol
209666_s_at	CHUK	1147	conserved helix-loop-helix ubiquitous kinase	single_symbol
209667_at	CES2	8824	carboxylesterase 2	single_symbol
209668_x_at	CES2	8824	carboxylesterase 2	single_symbol
209669_s_at	SERBP1	26135	SERPINE1 mRNA binding protein 1	single_symbol
209670_at	TRAC	28755	T-cell receptor alpha constant	single_symbol
209671_x_at	TRAC	28755	T-cell receptor alpha constant	single_symbol
209672_s_at	MIOS	54468	meiosis regulator for oocyte development	single_symbol
209674_at	CRY1	1407	cryptochrome circadian clock 1	single_symbol
209675_s_at	HNRNPUL1	11100	heterogeneous nuclear ribonucleoprotein U like 1	single_symbol
209676_at	TFPI	7035	tissue factor pathway inhibitor	single_symbol
209677_at	PRKCI	5584	protein kinase C iota	single_symbol
209678_s_at	PRKCI	5584	protein kinase C iota	single_symbol
209679_s_at	SMAGP	57228	small cell adhesion glycoprotein	single_symbol
209680_s_at	KIFC1	3833	kinesin family member C1	single_symbol
209681_at	SLC19A2	10560	solute carrier family 19 member 2	single_symbol
209682_at	CBLB	868	Cbl proto-oncogene B	single_symbol
209683_at	FAM49A	81553	family with sequence similarity 49 member A	single_symbol
209684_at	RIN2	54453	Ras and Rab interactor 2	single_symbol
209685_s_at	PRKCB	5579	protein kinase C beta	single_symbol
209686_at	S100B	6285	S100 calcium binding protein B	single_symbol
209687_at	CXCL12	6387	C-X-C motif chemokine ligand 12	single_symbol
209688_s_at	CCDC93	54520	coiled-coil domain containing 93	single_symbol
209689_at	CCDC93	54520	coiled-coil domain containing 93	single_symbol
209690_s_at	DOK4	55715	docking protein 4	single_symbol
209691_s_at	DOK4	55715	docking protein 4	single_symbol
209692_at	EYA2	2139	EYA transcriptional coactivator and phosphatase 2	single_symbol
209693_at	ASTN2	23245	astrotactin 2	single_symbol
209694_at	PTS	5805	6-pyruvoyltetrahydropterin synthase	single_symbol
209695_at	PTP4A3	11156	protein tyrosine phosphatase type IVA, member 3	single_symbol
209696_at	FBP1	2203	fructose-bisphosphatase 1	single_symbol
209697_at	PPP3CC	5533	protein phosphatase 3 catalytic subunit gamma	single_symbol
209698_at	CCHCR1	54535	coiled-coil alpha-helical rod protein 1	single_symbol
209699_x_at	LOC101930400///AKR1C2	101930400///1646	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2	multiple_symbols
209700_x_at	PDE4DIP	9659	phosphodiesterase 4D interacting protein	single_symbol
209701_at	ERAP1	51752	endoplasmic reticulum aminopeptidase 1	single_symbol
209702_at	FTO	79068	fat mass and obesity associated	single_symbol
209703_x_at	METTL7A	25840	methyltransferase like 7A	single_symbol
209704_at	MTF2	22823	metal response element binding transcription factor 2	single_symbol
209705_at	MTF2	22823	metal response element binding transcription factor 2	single_symbol
209706_at	NKX3-1	4824	NK3 homeobox 1	single_symbol
209707_at	PIGK	10026	phosphatidylinositol glycan anchor biosynthesis class K	single_symbol
209708_at	MOXD1	26002	monooxygenase DBH like 1	single_symbol
209709_s_at	HMMR	3161	hyaluronan mediated motility receptor	single_symbol
209710_at	GATA2	2624	GATA binding protein 2	single_symbol
209711_at	SLC35D1	23169	solute carrier family 35 member D1	single_symbol
209712_at	SLC35D1	23169	solute carrier family 35 member D1	single_symbol
209713_s_at	SLC35D1	23169	solute carrier family 35 member D1	single_symbol
209714_s_at	CDKN3	1033	cyclin dependent kinase inhibitor 3	single_symbol
209715_at	CBX5	23468	chromobox 5	single_symbol
209716_at	CSF1	1435	colony stimulating factor 1	single_symbol
209717_at	EVI5	7813	ecotropic viral integration site 5	single_symbol
209718_at	NCAPH2	29781	non-SMC condensin II complex subunit H2	single_symbol
209719_x_at	SERPINB3	6317	serpin family B member 3	single_symbol
209720_s_at	SERPINB3	6317	serpin family B member 3	single_symbol
209721_s_at	IFFO1	25900	intermediate filament family orphan 1	single_symbol
209722_s_at	SERPINB9	5272	serpin family B member 9	single_symbol
209723_at	SERPINB9	5272	serpin family B member 9	single_symbol
209724_s_at	ZBTB14	7541	zinc finger and BTB domain containing 14	single_symbol
209725_at	UTP20	27340	UTP20, small subunit processome component	single_symbol
209726_at	CA11	770	carbonic anhydrase 11	single_symbol
209727_at	GM2A	2760	GM2 ganglioside activator	single_symbol
209728_at	HLA-DRB4	3126	major histocompatibility complex, class II, DR beta 4	single_symbol
209729_at	GAS2L1	10634	growth arrest specific 2 like 1	single_symbol
209730_at	SEMA3F	6405	semaphorin 3F	single_symbol
209731_at	NTHL1	4913	nth like DNA glycosylase 1	single_symbol
209732_at	CLEC2B	9976	C-type lectin domain family 2 member B	single_symbol
209733_at	MID2	11043	midline 2	single_symbol
209734_at	NCKAP1L	3071	NCK associated protein 1 like	single_symbol
209735_at	ABCG2	9429	ATP binding cassette subfamily G member 2 (Junior blood group)	single_symbol
209736_at	SOX13	9580	SRY-box 13	single_symbol
209737_at	MAGI2	9863	membrane associated guanylate kinase, WW and PDZ domain containing 2	single_symbol
209738_x_at	PSG6	5675	pregnancy specific beta-1-glycoprotein 6	single_symbol
209739_s_at	PNPLA4	8228	patatin like phospholipase domain containing 4	single_symbol
209740_s_at	PNPLA4	8228	patatin like phospholipase domain containing 4	single_symbol
209741_x_at	SCAPER	49855	S-phase cyclin A associated protein in the ER	single_symbol
209742_s_at	MYL2	4633	myosin light chain 2	single_symbol
209743_s_at	ITCH	83737	itchy E3 ubiquitin protein ligase	single_symbol
209744_x_at	ITCH	83737	itchy E3 ubiquitin protein ligase	single_symbol
209745_at	COQ7	10229	coenzyme Q7, hydroxylase	single_symbol
209746_s_at	COQ7	10229	coenzyme Q7, hydroxylase	single_symbol
209747_at	TGFB3	7043	transforming growth factor beta 3	single_symbol
209748_at	SPAST	6683	spastin	single_symbol
209749_s_at	ACE	1636	angiotensin I converting enzyme	single_symbol
209750_at	NR1D2	9975	nuclear receptor subfamily 1 group D member 2	single_symbol
209751_s_at	TRAPPC2B///TRAPPC2	10597///6399	trafficking protein particle complex 2B///trafficking protein particle complex 2	multiple_symbols
209752_at	REG1A	5967	regenerating family member 1 alpha	single_symbol
209753_s_at	TMPO	7112	thymopoietin	single_symbol
209754_s_at	TMPO	7112	thymopoietin	single_symbol
209755_at	NMNAT2	23057	nicotinamide nucleotide adenylyltransferase 2	single_symbol
209756_s_at	MYCN	4613	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	single_symbol
209757_s_at	MYCN	4613	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	single_symbol
209758_s_at	MFAP5	8076	microfibrillar associated protein 5	single_symbol
209759_s_at	ECI1	1632	enoyl-CoA delta isomerase 1	single_symbol
209760_at	KIAA0922	23240	KIAA0922	single_symbol
209761_s_at	SP110	3431	SP110 nuclear body protein	single_symbol
209762_x_at	SP110	3431	SP110 nuclear body protein	single_symbol
209763_at	CHRDL1	91851	chordin like 1	single_symbol
209764_at	MGAT3	4248	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	single_symbol
209765_at	ADAM19	8728	ADAM metallopeptidase domain 19	single_symbol
209766_at	PRDX3	10935	peroxiredoxin 3	single_symbol
209767_s_at	SEPT5-GP1BB///SEPT5///GP1BB	100526833///5413///2812	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit	multiple_symbols
209768_s_at	SEPT5-GP1BB	100526833	SEPT5-GP1BB readthrough	single_symbol
209769_s_at	SEPT5-GP1BB	100526833	SEPT5-GP1BB readthrough	single_symbol
209770_at	BTN3A1	11119	butyrophilin subfamily 3 member A1	single_symbol
209771_x_at	CD24	100133941	CD24 molecule	single_symbol
209772_s_at	CD24	100133941	CD24 molecule	single_symbol
209773_s_at	RRM2	6241	ribonucleotide reductase regulatory subunit M2	single_symbol
209774_x_at	CXCL2	2920	C-X-C motif chemokine ligand 2	single_symbol
209775_x_at	SLC19A1	6573	solute carrier family 19 member 1	single_symbol
209776_s_at	SLC19A1	6573	solute carrier family 19 member 1	single_symbol
209777_s_at	SLC19A1	6573	solute carrier family 19 member 1	single_symbol
209778_at	TRIP11	9321	thyroid hormone receptor interactor 11	single_symbol
209779_at	LLPH	84298	LLP homolog, long-term synaptic facilitation	single_symbol
209780_at	PHTF2	57157	putative homeodomain transcription factor 2	single_symbol
209781_s_at	KHDRBS3	10656	KH RNA binding domain containing, signal transduction associated 3	single_symbol
209782_s_at	DBP	1628	D-box binding PAR bZIP transcription factor	single_symbol
209783_at	DBP	1628	D-box binding PAR bZIP transcription factor	single_symbol
209784_s_at	JAG2	3714	jagged 2	single_symbol
209785_s_at	PLA2G4C	8605	phospholipase A2 group IVC	single_symbol
209786_at	HMGN4	10473	high mobility group nucleosomal binding domain 4	single_symbol
209787_s_at	HMGN4	10473	high mobility group nucleosomal binding domain 4	single_symbol
209788_s_at	ERAP1	51752	endoplasmic reticulum aminopeptidase 1	single_symbol
209789_at	CORO2B	10391	coronin 2B	single_symbol
209790_s_at	CASP6	839	caspase 6	single_symbol
209791_at	PADI2	11240	peptidyl arginine deiminase 2	single_symbol
209792_s_at	KLK10	5655	kallikrein related peptidase 10	single_symbol
209793_at	GRIA1	2890	glutamate ionotropic receptor AMPA type subunit 1	single_symbol
209794_at	SRGAP3	9901	SLIT-ROBO Rho GTPase activating protein 3	single_symbol
209795_at	CD69	969	CD69 molecule	single_symbol
209796_s_at	CNPY2	10330	canopy FGF signaling regulator 2	single_symbol
209797_at	CNPY2	10330	canopy FGF signaling regulator 2	single_symbol
209798_at	NPAT	4863	nuclear protein, coactivator of histone transcription	single_symbol
209799_at	PRKAA1	5562	protein kinase AMP-activated catalytic subunit alpha 1	single_symbol
209800_at	KRT16	3868	keratin 16	single_symbol
209802_at	PHLDA2	7262	pleckstrin homology like domain family A member 2	single_symbol
209803_s_at	PHLDA2	7262	pleckstrin homology like domain family A member 2	single_symbol
209804_at	DCLRE1A	9937	DNA cross-link repair 1A	single_symbol
209805_at	PMS2CL///PMS2	441194///5395	PMS2 C-terminal like pseudogene///PMS1 homolog 2, mismatch repair system component	multiple_symbols
209806_at	HIST1H2BK	85236	histone cluster 1, H2bk	single_symbol
209807_s_at	NFIX	4784	nuclear factor I X	single_symbol
209808_x_at	ING1	3621	inhibitor of growth family member 1	single_symbol
209810_at	SFTPB	6439	surfactant protein B	single_symbol
209811_at	CASP2	835	caspase 2	single_symbol
209812_x_at	CASP2	835	caspase 2	single_symbol
209813_x_at	TARP///TRGV9///TRGC2	445347///6983///6967	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2	multiple_symbols
209814_at	ZNF330	27309	zinc finger protein 330	single_symbol
209815_at	PTCH1	5727	patched 1	single_symbol
209816_at	PTCH1	5727	patched 1	single_symbol
209817_at	PPP3CB	5532	protein phosphatase 3 catalytic subunit beta	single_symbol
209818_s_at	HABP4	22927	hyaluronan binding protein 4	single_symbol
209819_at	HABP4	22927	hyaluronan binding protein 4	single_symbol
209820_s_at	TBL3	10607	transducin beta like 3	single_symbol
209821_at	IL33	90865	interleukin 33	single_symbol
209822_s_at	VLDLR	7436	very low density lipoprotein receptor	single_symbol
209823_x_at	LOC101060835///HLA-DQB1	101060835///3119	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1	multiple_symbols
209824_s_at	ARNTL	406	aryl hydrocarbon receptor nuclear translocator like	single_symbol
209825_s_at	MIR3658///UCK2	100500832///7371	microRNA 3658///uridine-cytidine kinase 2	multiple_symbols
209826_at	PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	PPT2-EGFL8 readthrough (NMD candidate)///EGF like domain multiple 8///palmitoyl-protein thioesterase 2	multiple_symbols
209827_s_at	IL16	3603	interleukin 16	single_symbol
209828_s_at	IL16	3603	interleukin 16	single_symbol
209829_at	FAM65B	9750	family with sequence similarity 65 member B	single_symbol
209830_s_at	SLC9A3R2	9351	SLC9A3 regulator 2	single_symbol
209831_x_at	DNASE2	1777	deoxyribonuclease 2, lysosomal	single_symbol
209832_s_at	CDT1	81620	chromatin licensing and DNA replication factor 1	single_symbol
209833_at	CRADD	8738	CASP2 and RIPK1 domain containing adaptor with death domain	single_symbol
209834_at	CHST3	9469	carbohydrate sulfotransferase 3	single_symbol
209835_x_at	CD44	960	CD44 molecule (Indian blood group)	single_symbol
209836_x_at	BOLA2B///BOLA2	654483///552900	bolA family member 2B///bolA family member 2	multiple_symbols
209837_at	AP4M1	9179	adaptor related protein complex 4 mu 1 subunit	single_symbol
209838_at	COPS2	9318	COP9 signalosome subunit 2	single_symbol
209839_at	DNM3	26052	dynamin 3	single_symbol
209840_s_at	LRRN3	54674	leucine rich repeat neuronal 3	single_symbol
209841_s_at	LRRN3	54674	leucine rich repeat neuronal 3	single_symbol
209842_at	SOX10	6663	SRY-box 10	single_symbol
209843_s_at	SOX10	6663	SRY-box 10	single_symbol
209844_at	HOXB13	10481	homeobox B13	single_symbol
209845_at	MKRN1	23608	makorin ring finger protein 1	single_symbol
209846_s_at	BTN3A2	11118	butyrophilin subfamily 3 member A2	single_symbol
209847_at	CDH17	1015	cadherin 17	single_symbol
209848_s_at	PMEL	6490	premelanosome protein	single_symbol
209849_s_at	RAD51C	5889	RAD51 paralog C	single_symbol
209850_s_at	CDC42EP2	10435	CDC42 effector protein 2	single_symbol
209851_at	ZC3H13	23091	zinc finger CCCH-type containing 13	single_symbol
209852_x_at	PSME3	10197	proteasome activator subunit 3	single_symbol
209853_s_at	PSME3	10197	proteasome activator subunit 3	single_symbol
209854_s_at	KLK2	3817	kallikrein related peptidase 2	single_symbol
209855_s_at	KLK2	3817	kallikrein related peptidase 2	single_symbol
209856_x_at	ABI2	10152	abl-interactor 2	single_symbol
209857_s_at	SPHK2	56848	sphingosine kinase 2	single_symbol
209858_x_at	MPPE1	65258	metallophosphoesterase 1	single_symbol
209859_at	TRIM9	114088	tripartite motif containing 9	single_symbol
209860_s_at	ANXA7	310	annexin A7	single_symbol
209861_s_at	METAP2	10988	methionyl aminopeptidase 2	single_symbol
209862_s_at	CEP57	9702	centrosomal protein 57	single_symbol
209863_s_at	TP63	8626	tumor protein p63	single_symbol
209864_at	FRAT2	23401	frequently rearranged in advanced T-cell lymphomas 2	single_symbol
209865_at	SLC35A3	23443	solute carrier family 35 member A3	single_symbol
209866_s_at	ADGRL3	23284	adhesion G protein-coupled receptor L3	single_symbol
209867_s_at	ADGRL3	23284	adhesion G protein-coupled receptor L3	single_symbol
209868_s_at	RBMS1	5937	RNA binding motif single stranded interacting protein 1	single_symbol
209869_at	ADRA2A	150	adrenoceptor alpha 2A	single_symbol
209870_s_at	APBA2	321	amyloid beta precursor protein binding family A member 2	single_symbol
209871_s_at	APBA2	321	amyloid beta precursor protein binding family A member 2	single_symbol
209872_s_at	PKP3	11187	plakophilin 3	single_symbol
209873_s_at	PKP3	11187	plakophilin 3	single_symbol
209874_x_at	CNNM2	54805	cyclin and CBS domain divalent metal cation transport mediator 2	single_symbol
209875_s_at	SPP1	6696	secreted phosphoprotein 1	single_symbol
209876_at	GIT2	9815	GIT ArfGAP 2	single_symbol
209877_at	SNCG	6623	synuclein gamma	single_symbol
209878_s_at	RELA	5970	RELA proto-oncogene, NF-kB subunit	single_symbol
209879_at	SELPLG	6404	selectin P ligand	single_symbol
209880_s_at	SELPLG	6404	selectin P ligand	single_symbol
209881_s_at	LAT	27040	linker for activation of T-cells	single_symbol
209882_at	RIT1	6016	Ras like without CAAX 1	single_symbol
209883_at	COLGALT2	23127	collagen beta(1-O)galactosyltransferase 2	single_symbol
209884_s_at	SLC4A7	9497	solute carrier family 4 member 7	single_symbol
209885_at	RHOD	29984	ras homolog family member D	single_symbol
209886_s_at	SMAD6	4091	SMAD family member 6	single_symbol
209887_at	SMAD6	4091	SMAD family member 6	single_symbol
209888_s_at	MYL1	4632	myosin light chain 1	single_symbol
209889_at	SEC31B	25956	SEC31 homolog B, COPII coat complex component	single_symbol
209890_at	TSPAN5	10098	tetraspanin 5	single_symbol
209891_at	SPC25	57405	SPC25, NDC80 kinetochore complex component	single_symbol
209892_at	FUT4	2526	fucosyltransferase 4	single_symbol
209893_s_at	FUT4	2526	fucosyltransferase 4	single_symbol
209894_at	LEPROT///LEPR	54741///3953	leptin receptor overlapping transcript///leptin receptor	multiple_symbols
209895_at	PTPN11	5781	protein tyrosine phosphatase, non-receptor type 11	single_symbol
209896_s_at	PTPN11	5781	protein tyrosine phosphatase, non-receptor type 11	single_symbol
209897_s_at	SLIT2	9353	slit guidance ligand 2	single_symbol
209898_x_at	ITSN2	50618	intersectin 2	single_symbol
209899_s_at	PUF60	22827	poly(U) binding splicing factor 60	single_symbol
209900_s_at	SLC16A1	6566	solute carrier family 16 member 1	single_symbol
209901_x_at	AIF1	199	allograft inflammatory factor 1	single_symbol
209902_at	ATR	545	ATR serine/threonine kinase	single_symbol
209903_s_at	ATR	545	ATR serine/threonine kinase	single_symbol
209904_at	TNNC1	7134	troponin C1, slow skeletal and cardiac type	single_symbol
209905_at	HOXA10-HOXA9///MIR196B///HOXA9	100534589///442920///3205	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9	multiple_symbols
209906_at	C3AR1	719	complement component 3a receptor 1	single_symbol
209907_s_at	ITSN2	50618	intersectin 2	single_symbol
209908_s_at	TGFB2	7042	transforming growth factor beta 2	single_symbol
209909_s_at	TGFB2	7042	transforming growth factor beta 2	single_symbol
209910_at	SLC25A16	8034	solute carrier family 25 member 16	single_symbol
209911_x_at	HIST1H2BD	3017	histone cluster 1, H2bd	single_symbol
209912_s_at	MIR4656///AP5Z1	100616465///9907	microRNA 4656///adaptor related protein complex 5 zeta 1 subunit	multiple_symbols
209913_x_at	MIR4656///AP5Z1	100616465///9907	microRNA 4656///adaptor related protein complex 5 zeta 1 subunit	multiple_symbols
209914_s_at	NRXN1	9378	neurexin 1	single_symbol
209915_s_at	NRXN1	9378	neurexin 1	single_symbol
209916_at	DHTKD1	55526	dehydrogenase E1 and transketolase domain containing 1	single_symbol
209917_s_at	TP53TG1	11257	TP53 target 1 (non-protein coding)	single_symbol
209918_at	GGTLC2	91227	gamma-glutamyltransferase light chain 2	single_symbol
209919_x_at	GGT2///GGTLC1///GGTLC2///GGT1	728441///92086///91227///2678	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1	multiple_symbols
209920_at	BMPR2	659	bone morphogenetic protein receptor type 2	single_symbol
209921_at	SLC7A11	23657	solute carrier family 7 member 11	single_symbol
209922_at	BRAP	8315	BRCA1 associated protein	single_symbol
209923_s_at	BRAP	8315	BRCA1 associated protein	single_symbol
209924_at	CCL18	6362	C-C motif chemokine ligand 18	single_symbol
209925_at	OCLN	100506658	occludin	single_symbol
209926_at	BORCS8	729991	BLOC-1 related complex subunit 8	single_symbol
209927_s_at	CHTOP	26097	chromatin target of PRMT1	single_symbol
209928_s_at	MSC	9242	musculin	single_symbol
209929_s_at	IKBKG	8517	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	single_symbol
209930_s_at	NFE2	4778	nuclear factor, erythroid 2	single_symbol
209931_s_at	MFSD2B///FKBP1B	388931///2281	major facilitator superfamily domain containing 2B///FK506 binding protein 1B	multiple_symbols
209932_s_at	DUT	1854	deoxyuridine triphosphatase	single_symbol
209933_s_at	CD300A	11314	CD300a molecule	single_symbol
209934_s_at	ATP2C1	27032	ATPase secretory pathway Ca2+ transporting 1	single_symbol
209935_at	ATP2C1	27032	ATPase secretory pathway Ca2+ transporting 1	single_symbol
209936_at	RBM5	10181	RNA binding motif protein 5	single_symbol
209937_at	TM4SF4	7104	transmembrane 4 L six family member 4	single_symbol
209938_at	TADA2A	6871	transcriptional adaptor 2A	single_symbol
209939_x_at	CFLAR	8837	CASP8 and FADD like apoptosis regulator	single_symbol
209940_at	PARP3	10039	poly(ADP-ribose) polymerase family member 3	single_symbol
209941_at	RIPK1	8737	receptor interacting serine/threonine kinase 1	single_symbol
209942_x_at	MAGEA6///MAGEA3	4105///4102	MAGE family member A6///MAGE family member A3	multiple_symbols
209943_at	FBXL4	26235	F-box and leucine rich repeat protein 4	single_symbol
209944_at	PTGR2///ZNF410	145482///57862	prostaglandin reductase 2///zinc finger protein 410	multiple_symbols
209945_s_at	GSK3B	2932	glycogen synthase kinase 3 beta	single_symbol
209946_at	VEGFC	7424	vascular endothelial growth factor C	single_symbol
209947_at	UBAP2L	9898	ubiquitin associated protein 2 like	single_symbol
209948_at	KCNMB1	3779	potassium calcium-activated channel subfamily M regulatory beta subunit 1	single_symbol
209949_at	NCF2	4688	neutrophil cytosolic factor 2	single_symbol
209950_s_at	VILL	50853	villin like	single_symbol
209951_s_at	MAP2K7	5609	mitogen-activated protein kinase kinase 7	single_symbol
209952_s_at	MAP2K7	5609	mitogen-activated protein kinase kinase 7	single_symbol
209953_s_at	CDC37	11140	cell division cycle 37	single_symbol
209954_x_at	SS18	6760	SS18, nBAF chromatin remodeling complex subunit	single_symbol
209955_s_at	FAP	2191	fibroblast activation protein alpha	single_symbol
209956_s_at	CAMK2B	816	calcium/calmodulin dependent protein kinase II beta	single_symbol
209957_s_at	NPPA	4878	natriuretic peptide A	single_symbol
209958_s_at	BBS9	27241	Bardet-Biedl syndrome 9	single_symbol
209959_at	NR4A3	8013	nuclear receptor subfamily 4 group A member 3	single_symbol
209960_at	HGF	3082	hepatocyte growth factor	single_symbol
209961_s_at	HGF	3082	hepatocyte growth factor	single_symbol
209962_at	EPOR	2057	erythropoietin receptor	single_symbol
209963_s_at	EPOR	2057	erythropoietin receptor	single_symbol
209964_s_at	ATXN7	6314	ataxin 7	single_symbol
209965_s_at	RAD51D	5892	RAD51 paralog D	single_symbol
209966_x_at	ESRRG	2104	estrogen related receptor gamma	single_symbol
209967_s_at	CREM	1390	cAMP responsive element modulator	single_symbol
209968_s_at	NCAM1	4684	neural cell adhesion molecule 1	single_symbol
209969_s_at	STAT1	6772	signal transducer and activator of transcription 1	single_symbol
209970_x_at	CASP1	834	caspase 1	single_symbol
